observed_at,year,sensor,source_product,boundary_geojson_url,available,usable,observation_state,lake_area_km2,aoi_valid_fraction,lake_envelope_valid_fraction,cloud_shadow_metrics,method,method_version,rejection_reasons,quality_flags,geometry_version
1999-10-20T04:18:43.109000Z,1999,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_19991020,,True,False,rejected,,0.0,0.0,65,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
1999-10-28T04:35:02.975000Z,1999,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_19991028,,True,False,rejected,,0.0,0.0,11,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
1999-11-05T04:18:13.760000Z,1999,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_19991105,,True,False,rejected,,0.06482428857294865,0.07075249961706866,14,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
1999-11-21T04:17:37.893000Z,1999,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_19991121,,True,False,rejected,,0.056230654505392164,0.026263805333572757,8,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
1999-11-29T04:34:56.645000Z,1999,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_19991129,,True,False,rejected,,0.012374221496076518,0.0,11,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
1999-12-07T04:17:16.931000Z,1999,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_19991207,,True,False,rejected,,0.0,0.0,16,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2000-10-14T04:32:19.052000Z,2000,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20001014,,True,False,rejected,,0.11278807455650532,0.08656096002197228,22,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2000-10-30T04:32:31.387000Z,2000,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20001030,data/archive/scenes/landsat/LANDSAT_LE07_C02_T1_L2_LE07_140041_20001030.geojson,True,False,rejected,0.305816,0.19761671001056674,0.2258185486639657,5,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY,LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2000-11-07T04:20:58.396000Z,2000,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20001107,data/archive/scenes/landsat/LANDSAT_LT05_C02_T1_L2_LT05_140041_20001107.geojson,True,False,rejected,0.395126,0.35752047905627565,0.2881544824089282,9,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY,LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2000-11-23T04:21:18.940000Z,2000,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20001123,,True,False,rejected,,0.1203705341417529,0.0026937236239561804,6,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2000-12-09T04:21:26.327000Z,2000,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20001209,data/archive/scenes/landsat/LANDSAT_LT05_C02_T1_L2_LT05_140041_20001209.geojson,True,False,rejected,0.356335,0.28682280463767124,0.24421773737779195,12,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY,LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2001-10-09T04:22:03.843000Z,2001,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20011009,data/archive/scenes/landsat/LANDSAT_LT05_C02_T1_L2_LT05_140041_20011009.geojson,True,False,rejected,0.498868,0.36402761018968754,0.397670193155829,25,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY,LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2001-10-17T04:30:25.911000Z,2001,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20011017,,True,False,rejected,,0.06743601465948156,0.0,11,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2002-10-04T04:29:53.035000Z,2002,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20021004,data/archive/scenes/landsat/LANDSAT_LE07_C02_T1_L2_LE07_140041_20021004.geojson,True,False,rejected,0.331075,0.5693823681508495,0.2933095299716367,35,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY,LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2002-10-20T04:29:56.704000Z,2002,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20021020,,True,False,rejected,,0.025838460904301065,0.0,18,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2002-11-05T04:30:02.326000Z,2002,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20021105,,True,False,rejected,,0.0004586709036266461,0.0,13,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2003-11-08T04:30:37.544000Z,2003,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20031108,data/archive/scenes/landsat/LANDSAT_LE07_C02_T1_L2_LE07_140041_20031108.geojson,True,False,rejected,0.453763,0.16166620449827174,0.3141700426242148,9,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2003-11-16T04:20:27.872000Z,2003,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20031116,,True,False,rejected,,0.045377241828987516,0.0,18,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2003-11-24T04:30:50.258000Z,2003,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20031124,,True,False,rejected,,0.0,0.0,13,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
